day_name,month_name,created_date,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate,source
Wednesday,December,2020-12-09,788,7823,7220.0,603.0,0.0835,2079616,0.0038,8630214,9009794.0,-379580.0,-0.0421,2643687416,0.0033,facebook
Thursday,December,2020-12-10,735,7246,7823.0,-577.0,-0.0738,2086862,0.0035,8661696,8630214.0,31482.0,0.0036,2652349112,0.0033,facebook
Friday,December,2020-12-11,733,7667,7246.0,421.0,0.0581,2094529,0.0037,9140611,8661696.0,478915.0,0.0553,2661489723,0.0034,facebook
Saturday,December,2020-12-12,668,6329,7667.0,-1338.0,-0.1745,2100858,0.003,8606829,9140611.0,-533782.0,-0.0584,2670096552,0.0032,facebook
Sunday,December,2020-12-13,668,5740,6329.0,-589.0,-0.0931,2106598,0.0027,9131109,8606829.0,524280.0,0.0609,2679227661,0.0034,facebook
Monday,December,2020-12-14,770,7215,5740.0,1475.0,0.257,2113813,0.0034,8384631,9131109.0,-746478.0,-0.0818,2687612292,0.0031,facebook
Tuesday,December,2020-12-15,766,7563,7215.0,348.0,0.0482,2121376,0.0036,8129690,8384631.0,-254941.0,-0.0304,2695741982,0.003,facebook
Wednesday,December,2020-12-16,782,7483,7563.0,-80.0,-0.0106,2128859,0.0035,8945613,8129690.0,815923.0,0.1004,2704687595,0.0033,facebook
Thursday,December,2020-12-17,753,7553,7483.0,70.0,0.0094,2136412,0.0035,9154063,8945613.0,208450.0,0.0233,2713841658,0.0034,facebook
Friday,December,2020-12-18,745,7941,7553.0,388.0,0.0514,2144353,0.0037,8498617,9154063.0,-655446.0,-0.0716,2722340275,0.0031,facebook
Saturday,December,2020-12-19,712,6441,7941.0,-1500.0,-0.1889,2150794,0.003,8494834,8498617.0,-3783.0,-0.0004,2730835109,0.0031,facebook
Sunday,December,2020-12-20,673,5710,6441.0,-731.0,-0.1135,2156504,0.0027,8579228,8494834.0,84394.0,0.0099,2739414337,0.0031,facebook
Monday,December,2020-12-21,770,7503,5710.0,1793.0,0.314,2164007,0.0035,9959606,8579228.0,1380378.0,0.1609,2749373943,0.0036,facebook
Tuesday,December,2020-12-22,755,7568,7503.0,65.0,0.0087,2171575,0.0035,9011525,9959606.0,-948081.0,-0.0952,2758385468,0.0033,facebook
Wednesday,December,2020-12-23,776,7477,7568.0,-91.0,-0.012,2179052,0.0034,10094682,9011525.0,1083157.0,0.1202,2768480150,0.0037,facebook
Thursday,December,2020-12-24,797,7256,7477.0,-221.0,-0.0296,2186308,0.0033,9538791,10094682.0,-555891.0,-0.0551,2778018941,0.0034,facebook
Friday,December,2020-12-25,793,7260,7256.0,4.0,0.0006,2193568,0.0033,10839804,9538791.0,1301013.0,0.1364,2788858745,0.0039,facebook
Saturday,December,2020-12-26,710,5845,7260.0,-1415.0,-0.1949,2199413,0.0027,7882759,10839804.0,-2957045.0,-0.2728,2796741504,0.0028,facebook
Sunday,December,2020-12-27,653,5078,5845.0,-767.0,-0.1312,2204491,0.0023,7276406,7882759.0,-606353.0,-0.0769,2804017910,0.0026,facebook
Monday,December,2020-12-28,757,6513,5078.0,1435.0,0.2826,2211004,0.003,8723753,7276406.0,1447347.0,0.1989,2812741663,0.0031,facebook
Tuesday,December,2020-12-29,720,7114,6513.0,601.0,0.0923,2218118,0.0032,8071177,8723753.0,-652576.0,-0.0748,2820812840,0.0029,facebook
Wednesday,December,2020-12-30,726,6254,7114.0,-860.0,-0.1209,2224372,0.0028,8527862,8071177.0,456685.0,0.0566,2829340702,0.003,facebook
Thursday,December,2020-12-31,1,1,6254.0,-6253.0,-0.9998,2224373,0.0,106,8527862.0,-8527756.0,-1.0,2829340808,0.0,facebook
Wednesday,January,2020-01-01,434,826,0.0,0.0,0.0,826,0.0,3604075,0.0,0.0,0.0,3604075,0.0,ig
Thursday,January,2020-01-02,358,737,826.0,-89.0,-0.1077,1563,0.8923,3260897,3604075.0,-343178.0,-0.0952,6864972,0.9048,ig
Friday,January,2020-01-03,366,732,737.0,-5.0,-0.0068,2295,0.4683,2797225,3260897.0,-463672.0,-0.1422,9662197,0.4075,ig
Saturday,January,2020-01-04,364,755,732.0,23.0,0.0314,3050,0.329,2841075,2797225.0,43850.0,0.0157,12503272,0.294,ig
Sunday,January,2020-01-05,357,668,755.0,-87.0,-0.1152,3718,0.219,2841467,2841075.0,392.0,0.0001,15344739,0.2273,ig
Monday,January,2020-01-06,378,763,668.0,95.0,0.1422,4481,0.2052,3034326,2841467.0,192859.0,0.0679,18379065,0.1977,ig
Tuesday,January,2020-01-07,385,746,763.0,-17.0,-0.0223,5227,0.1665,3194867,3034326.0,160541.0,0.0529,21573932,0.1738,ig
Wednesday,January,2020-01-08,425,868,746.0,122.0,0.1635,6095,0.1661,3263519,3194867.0,68652.0,0.0215,24837451,0.1513,ig
Thursday,January,2020-01-09,391,916,868.0,48.0,0.0553,7011,0.1503,3691638,3263519.0,428119.0,0.1312,28529089,0.1486,ig
Friday,January,2020-01-10,399,903,916.0,-13.0,-0.0142,7914,0.1288,3288552,3691638.0,-403086.0,-0.1092,31817641,0.1153,ig
Saturday,January,2020-01-11,425,867,903.0,-36.0,-0.0399,8781,0.1096,3710173,3288552.0,421621.0,0.1282,35527814,0.1166,ig
Sunday,January,2020-01-12,381,754,867.0,-113.0,-0.1303,9535,0.0859,3080988,3710173.0,-629185.0,-0.1696,38608802,0.0867,ig
Monday,January,2020-01-13,381,792,754.0,38.0,0.0504,10327,0.0831,2842206,3080988.0,-238782.0,-0.0775,41451008,0.0736,ig
Tuesday,January,2020-01-14,389,826,792.0,34.0,0.0429,11153,0.08,3661243,2842206.0,819037.0,0.2882,45112251,0.0883,ig
Wednesday,January,2020-01-15,394,870,826.0,44.0,0.0533,12023,0.078,3163068,3661243.0,-498175.0,-0.1361,48275319,0.0701,ig
Thursday,January,2020-01-16,417,870,870.0,0.0,0.0,12893,0.0724,3520931,3163068.0,357863.0,0.1131,51796250,0.0729,ig
Friday,January,2020-01-17,409,854,870.0,-16.0,-0.0184,13747,0.0662,3496568,3520931.0,-24363.0,-0.0069,55292818,0.0675,ig
Saturday,January,2020-01-18,388,901,854.0,47.0,0.055,14648,0.0655,3880298,3496568.0,383730.0,0.1097,59173116,0.0702,ig
Sunday,January,2020-01-19,398,825,901.0,-76.0,-0.0844,15473,0.0563,3512798,3880298.0,-367500.0,-0.0947,62685914,0.0594,ig
Monday,January,2020-01-20,402,778,825.0,-47.0,-0.057,16251,0.0503,2978550,3512798.0,-534248.0,-0.1521,65664464,0.0475,ig
Tuesday,January,2020-01-21,381,773,778.0,-5.0,-0.0064,17024,0.0476,3063450,2978550.0,84900.0,0.0285,68727914,0.0467,ig
Wednesday,January,2020-01-22,429,1072,773.0,299.0,0.3868,18096,0.063,4253727,3063450.0,1190277.0,0.3885,72981641,0.0619,ig
Thursday,January,2020-01-23,402,946,1072.0,-126.0,-0.1175,19042,0.0523,4027012,4253727.0,-226715.0,-0.0533,77008653,0.0552,ig
Friday,January,2020-01-24,418,886,946.0,-60.0,-0.0634,19928,0.0465,3690555,4027012.0,-336457.0,-0.0836,80699208,0.0479,ig
Saturday,January,2020-01-25,421,831,886.0,-55.0,-0.0621,20759,0.0417,4094726,3690555.0,404171.0,0.1095,84793934,0.0507,ig
Sunday,January,2020-01-26,378,767,831.0,-64.0,-0.077,21526,0.0369,4139944,4094726.0,45218.0,0.011,88933878,0.0488,ig
Monday,January,2020-01-27,392,782,767.0,15.0,0.0196,22308,0.0363,3371053,4139944.0,-768891.0,-0.1857,92304931,0.0379,ig
Tuesday,January,2020-01-28,392,784,782.0,2.0,0.0026,23092,0.0351,3355111,3371053.0,-15942.0,-0.0047,95660042,0.0363,ig
Wednesday,January,2020-01-29,401,761,784.0,-23.0,-0.0293,23853,0.033,3818200,3355111.0,463089.0,0.138,99478242,0.0399,ig
Thursday,January,2020-01-30,388,819,761.0,58.0,0.0762,24672,0.0343,4075798,3818200.0,257598.0,0.0675,103554040,0.041,ig
Friday,January,2020-01-31,391,882,819.0,63.0,0.0769,25554,0.0357,3397649,4075798.0,-678149.0,-0.1664,106951689,0.0328,ig
Saturday,February,2020-02-01,407,841,882.0,-41.0,-0.0465,26395,0.0329,2914219,3397649.0,-483430.0,-0.1423,109865908,0.0272,ig
Sunday,February,2020-02-02,393,769,841.0,-72.0,-0.0856,27164,0.0291,3104992,2914219.0,190773.0,0.0655,112970900,0.0283,ig
Monday,February,2020-02-03,425,921,769.0,152.0,0.1977,28085,0.0339,3185061,3104992.0,80069.0,0.0258,116155961,0.0282,ig
Tuesday,February,2020-02-04,397,804,921.0,-117.0,-0.127,28889,0.0286,3009515,3185061.0,-175546.0,-0.0551,119165476,0.0259,ig
Wednesday,February,2020-02-05,398,994,804.0,190.0,0.2363,29883,0.0344,3298792,3009515.0,289277.0,0.0961,122464268,0.0277,ig
Thursday,February,2020-02-06,400,827,994.0,-167.0,-0.168,30710,0.0277,3598502,3298792.0,299710.0,0.0909,126062770,0.0294,ig
Friday,February,2020-02-07,381,766,827.0,-61.0,-0.0738,31476,0.0249,3401843,3598502.0,-196659.0,-0.0547,129464613,0.027,ig
Saturday,February,2020-02-08,376,774,766.0,8.0,0.0104,32250,0.0246,2638413,3401843.0,-763430.0,-0.2244,132103026,0.0204,ig
Sunday,February,2020-02-09,369,739,774.0,-35.0,-0.0452,32989,0.0229,3538704,2638413.0,900291.0,0.3412,135641730,0.0268,ig
Monday,February,2020-02-10,410,806,739.0,67.0,0.0907,33795,0.0244,3591407,3538704.0,52703.0,0.0149,139233137,0.0265,ig
Tuesday,February,2020-02-11,400,779,806.0,-27.0,-0.0335,34574,0.0231,3472033,3591407.0,-119374.0,-0.0332,142705170,0.0249,ig
Wednesday,February,2020-02-12,428,909,779.0,130.0,0.1669,35483,0.0263,3676729,3472033.0,204696.0,0.059,146381899,0.0258,ig
Thursday,February,2020-02-13,421,1002,909.0,93.0,0.1023,36485,0.0282,3298509,3676729.0,-378220.0,-0.1029,149680408,0.0225,ig
Friday,February,2020-02-14,468,1106,1002.0,104.0,0.1038,37591,0.0303,4088907,3298509.0,790398.0,0.2396,153769315,0.0273,ig
Saturday,February,2020-02-15,400,832,1106.0,-274.0,-0.2477,38423,0.0221,3180398,4088907.0,-908509.0,-0.2222,156949713,0.0207,ig
Sunday,February,2020-02-16,375,762,832.0,-70.0,-0.0841,39185,0.0198,3851741,3180398.0,671343.0,0.2111,160801454,0.0245,ig
Monday,February,2020-02-17,393,872,762.0,110.0,0.1444,40057,0.0223,3089394,3851741.0,-762347.0,-0.1979,163890848,0.0192,ig
Tuesday,February,2020-02-18,408,916,872.0,44.0,0.0505,40973,0.0229,3871758,3089394.0,782364.0,0.2532,167762606,0.0236,ig
Wednesday,February,2020-02-19,380,969,916.0,53.0,0.0579,41942,0.0236,3373829,3871758.0,-497929.0,-0.1286,171136435,0.0201,ig
Thursday,February,2020-02-20,394,928,969.0,-41.0,-0.0423,42870,0.0221,3035483,3373829.0,-338346.0,-0.1003,174171918,0.0177,ig
Friday,February,2020-02-21,385,762,928.0,-166.0,-0.1789,43632,0.0178,3521175,3035483.0,485692.0,0.16,177693093,0.0202,ig
Saturday,February,2020-02-22,385,808,762.0,46.0,0.0604,44440,0.0185,4226416,3521175.0,705241.0,0.2003,181919509,0.0238,ig
Sunday,February,2020-02-23,388,766,808.0,-42.0,-0.052,45206,0.0172,3235702,4226416.0,-990714.0,-0.2344,185155211,0.0178,ig
Monday,February,2020-02-24,405,802,766.0,36.0,0.047,46008,0.0177,2927732,3235702.0,-307970.0,-0.0952,188082943,0.0158,ig
Tuesday,February,2020-02-25,399,835,802.0,33.0,0.0411,46843,0.0181,3420594,2927732.0,492862.0,0.1683,191503537,0.0182,ig
Wednesday,February,2020-02-26,394,940,835.0,105.0,0.1257,47783,0.0201,3469095,3420594.0,48501.0,0.0142,194972632,0.0181,ig
Thursday,February,2020-02-27,390,789,940.0,-151.0,-0.1606,48572,0.0165,3155721,3469095.0,-313374.0,-0.0903,198128353,0.0162,ig
Friday,February,2020-02-28,409,927,789.0,138.0,0.1749,49499,0.0191,3247942,3155721.0,92221.0,0.0292,201376295,0.0164,ig
Saturday,February,2020-02-29,397,770,927.0,-157.0,-0.1694,50269,0.0156,3302830,3247942.0,54888.0,0.0169,204679125,0.0164,ig
Sunday,March,2020-03-01,393,765,770.0,-5.0,-0.0065,51034,0.0152,2935146,3302830.0,-367684.0,-0.1113,207614271,0.0143,ig
Monday,March,2020-03-02,386,753,765.0,-12.0,-0.0157,51787,0.0148,2871146,2935146.0,-64000.0,-0.0218,210485417,0.0138,ig
Tuesday,March,2020-03-03,404,805,753.0,52.0,0.0691,52592,0.0155,2985690,2871146.0,114544.0,0.0399,213471107,0.0142,ig
Wednesday,March,2020-03-04,410,836,805.0,31.0,0.0385,53428,0.0159,3055719,2985690.0,70029.0,0.0235,216526826,0.0143,ig
Thursday,March,2020-03-05,391,1083,836.0,247.0,0.2955,54511,0.0203,4417305,3055719.0,1361586.0,0.4456,220944131,0.0204,ig
Friday,March,2020-03-06,393,820,1083.0,-263.0,-0.2428,55331,0.015,3981662,4417305.0,-435643.0,-0.0986,224925793,0.018,ig
Saturday,March,2020-03-07,391,829,820.0,9.0,0.011,56160,0.015,3560077,3981662.0,-421585.0,-0.1059,228485870,0.0158,ig
Sunday,March,2020-03-08,399,803,829.0,-26.0,-0.0314,56963,0.0143,4185041,3560077.0,624964.0,0.1755,232670911,0.0183,ig
Monday,March,2020-03-09,410,791,803.0,-12.0,-0.0149,57754,0.0139,4048589,4185041.0,-136452.0,-0.0326,236719500,0.0174,ig
Tuesday,March,2020-03-10,396,789,791.0,-2.0,-0.0025,58543,0.0137,4080460,4048589.0,31871.0,0.0079,240799960,0.0172,ig
Wednesday,March,2020-03-11,413,891,789.0,102.0,0.1293,59434,0.0152,3851625,4080460.0,-228835.0,-0.0561,244651585,0.016,ig
Thursday,March,2020-03-12,398,809,891.0,-82.0,-0.092,60243,0.0136,4408534,3851625.0,556909.0,0.1446,249060119,0.018,ig
Friday,March,2020-03-13,399,885,809.0,76.0,0.0939,61128,0.0147,4174093,4408534.0,-234441.0,-0.0532,253234212,0.0168,ig
Saturday,March,2020-03-14,388,794,885.0,-91.0,-0.1028,61922,0.013,4889183,4174093.0,715090.0,0.1713,258123395,0.0193,ig
Sunday,March,2020-03-15,376,762,794.0,-32.0,-0.0403,62684,0.0123,4453357,4889183.0,-435826.0,-0.0891,262576752,0.0173,ig
Monday,March,2020-03-16,414,846,762.0,84.0,0.1102,63530,0.0135,4446355,4453357.0,-7002.0,-0.0016,267023107,0.0169,ig
Tuesday,March,2020-03-17,402,833,846.0,-13.0,-0.0154,64363,0.0131,4600222,4446355.0,153867.0,0.0346,271623329,0.0172,ig
Wednesday,March,2020-03-18,401,860,833.0,27.0,0.0324,65223,0.0134,3739009,4600222.0,-861213.0,-0.1872,275362338,0.0138,ig
Thursday,March,2020-03-19,423,995,860.0,135.0,0.157,66218,0.0153,3957998,3739009.0,218989.0,0.0586,279320336,0.0144,ig
Friday,March,2020-03-20,412,916,995.0,-79.0,-0.0794,67134,0.0138,4245904,3957998.0,287906.0,0.0727,283566240,0.0152,ig
Saturday,March,2020-03-21,378,810,916.0,-106.0,-0.1157,67944,0.0121,3268053,4245904.0,-977851.0,-0.2303,286834293,0.0115,ig
Sunday,March,2020-03-22,378,770,810.0,-40.0,-0.0494,68714,0.0113,3782045,3268053.0,513992.0,0.1573,290616338,0.0132,ig
Monday,March,2020-03-23,399,839,770.0,69.0,0.0896,69553,0.0122,3953941,3782045.0,171896.0,0.0455,294570279,0.0136,ig
Tuesday,March,2020-03-24,403,859,839.0,20.0,0.0238,70412,0.0124,3991231,3953941.0,37290.0,0.0094,298561510,0.0135,ig
Wednesday,March,2020-03-25,404,967,859.0,108.0,0.1257,71379,0.0137,4183845,3991231.0,192614.0,0.0483,302745355,0.014,ig
Thursday,March,2020-03-26,409,1000,967.0,33.0,0.0341,72379,0.014,3664069,4183845.0,-519776.0,-0.1242,306409424,0.0121,ig
Friday,March,2020-03-27,414,879,1000.0,-121.0,-0.121,73258,0.0121,3972618,3664069.0,308549.0,0.0842,310382042,0.013,ig
Saturday,March,2020-03-28,389,835,879.0,-44.0,-0.0501,74093,0.0114,3992241,3972618.0,19623.0,0.0049,314374283,0.0129,ig
Sunday,March,2020-03-29,405,847,835.0,12.0,0.0144,74940,0.0114,3991874,3992241.0,-367.0,-0.0001,318366157,0.0127,ig
Monday,March,2020-03-30,399,810,847.0,-37.0,-0.0437,75750,0.0108,3980767,3991874.0,-11107.0,-0.0028,322346924,0.0125,ig
Tuesday,March,2020-03-31,400,839,810.0,29.0,0.0358,76589,0.0111,4344642,3980767.0,363875.0,0.0914,326691566,0.0135,ig
Wednesday,April,2020-04-01,397,965,839.0,126.0,0.1502,77554,0.0126,3323922,4344642.0,-1020720.0,-0.2349,330015488,0.0102,ig
Thursday,April,2020-04-02,405,1095,965.0,130.0,0.1347,78649,0.0141,3266609,3323922.0,-57313.0,-0.0172,333282097,0.0099,ig
Friday,April,2020-04-03,416,915,1095.0,-180.0,-0.1644,79564,0.0116,3780903,3266609.0,514294.0,0.1574,337063000,0.0113,ig
Saturday,April,2020-04-04,384,956,915.0,41.0,0.0448,80520,0.012,3477606,3780903.0,-303297.0,-0.0802,340540606,0.0103,ig
Sunday,April,2020-04-05,376,829,956.0,-127.0,-0.1328,81349,0.0103,3957983,3477606.0,480377.0,0.1381,344498589,0.0116,ig
Monday,April,2020-04-06,365,777,829.0,-52.0,-0.0627,82126,0.0096,4020676,3957983.0,62693.0,0.0158,348519265,0.0117,ig
Tuesday,April,2020-04-07,373,820,777.0,43.0,0.0553,82946,0.01,3944671,4020676.0,-76005.0,-0.0189,352463936,0.0113,ig
Wednesday,April,2020-04-08,387,937,820.0,117.0,0.1427,83883,0.0113,3649084,3944671.0,-295587.0,-0.0749,356113020,0.0104,ig
Thursday,April,2020-04-09,403,994,937.0,57.0,0.0608,84877,0.0118,3705290,3649084.0,56206.0,0.0154,359818310,0.0104,ig
Friday,April,2020-04-10,399,949,994.0,-45.0,-0.0453,85826,0.0112,4028357,3705290.0,323067.0,0.0872,363846667,0.0112,ig
Saturday,April,2020-04-11,396,895,949.0,-54.0,-0.0569,86721,0.0104,4059349,4028357.0,30992.0,0.0077,367906016,0.0112,ig
Sunday,April,2020-04-12,379,857,895.0,-38.0,-0.0425,87578,0.0099,4019167,4059349.0,-40182.0,-0.0099,371925183,0.0109,ig
Monday,April,2020-04-13,415,894,857.0,37.0,0.0432,88472,0.0102,4065926,4019167.0,46759.0,0.0116,375991109,0.0109,ig
Tuesday,April,2020-04-14,390,847,894.0,-47.0,-0.0526,89319,0.0096,3233698,4065926.0,-832228.0,-0.2047,379224807,0.0086,ig
Wednesday,April,2020-04-15,398,847,847.0,0.0,0.0,90166,0.0095,3770245,3233698.0,536547.0,0.1659,382995052,0.0099,ig
Thursday,April,2020-04-16,396,832,847.0,-15.0,-0.0177,90998,0.0092,2862716,3770245.0,-907529.0,-0.2407,385857768,0.0075,ig
Friday,April,2020-04-17,402,934,832.0,102.0,0.1226,91932,0.0103,3339304,2862716.0,476588.0,0.1665,389197072,0.0087,ig
Saturday,April,2020-04-18,412,801,934.0,-133.0,-0.1424,92733,0.0087,3799608,3339304.0,460304.0,0.1378,392996680,0.0098,ig
Sunday,April,2020-04-19,398,799,801.0,-2.0,-0.0025,93532,0.0086,3850999,3799608.0,51391.0,0.0135,396847679,0.0098,ig
Monday,April,2020-04-20,394,823,799.0,24.0,0.03,94355,0.0088,3617174,3850999.0,-233825.0,-0.0607,400464853,0.0091,ig
Tuesday,April,2020-04-21,402,824,823.0,1.0,0.0012,95179,0.0087,3002480,3617174.0,-614694.0,-0.1699,403467333,0.0075,ig
Wednesday,April,2020-04-22,400,855,824.0,31.0,0.0376,96034,0.009,3520143,3002480.0,517663.0,0.1724,406987476,0.0087,ig
Thursday,April,2020-04-23,410,939,855.0,84.0,0.0982,96973,0.0098,3437330,3520143.0,-82813.0,-0.0235,410424806,0.0084,ig
Friday,April,2020-04-24,405,1054,939.0,115.0,0.1225,98027,0.0109,3216305,3437330.0,-221025.0,-0.0643,413641111,0.0078,ig
Saturday,April,2020-04-25,358,753,1054.0,-301.0,-0.2856,98780,0.0077,2989800,3216305.0,-226505.0,-0.0704,416630911,0.0072,ig
Sunday,April,2020-04-26,386,799,753.0,46.0,0.0611,99579,0.0081,3473581,2989800.0,483781.0,0.1618,420104492,0.0083,ig
Monday,April,2020-04-27,392,801,799.0,2.0,0.0025,100380,0.008,3247159,3473581.0,-226422.0,-0.0652,423351651,0.0077,ig
Tuesday,April,2020-04-28,406,840,801.0,39.0,0.0487,101220,0.0084,3074712,3247159.0,-172447.0,-0.0531,426426363,0.0073,ig
Wednesday,April,2020-04-29,403,821,840.0,-19.0,-0.0226,102041,0.0081,3630448,3074712.0,555736.0,0.1807,430056811,0.0085,ig
Thursday,April,2020-04-30,401,963,821.0,142.0,0.173,103004,0.0094,3218491,3630448.0,-411957.0,-0.1135,433275302,0.0075,ig
Friday,May,2020-05-01,403,865,963.0,-98.0,-0.1018,103869,0.0084,3459727,3218491.0,241236.0,0.075,436735029,0.008,ig
Saturday,May,2020-05-02,392,804,865.0,-61.0,-0.0705,104673,0.0077,3511901,3459727.0,52174.0,0.0151,440246930,0.008,ig
Sunday,May,2020-05-03,404,807,804.0,3.0,0.0037,105480,0.0077,3130843,3511901.0,-381058.0,-0.1085,443377773,0.0071,ig
Monday,May,2020-05-04,376,795,807.0,-12.0,-0.0149,106275,0.0075,2780867,3130843.0,-349976.0,-0.1118,446158640,0.0063,ig
Tuesday,May,2020-05-05,393,828,795.0,33.0,0.0415,107103,0.0078,3077408,2780867.0,296541.0,0.1066,449236048,0.0069,ig
Wednesday,May,2020-05-06,371,780,828.0,-48.0,-0.058,107883,0.0073,2812340,3077408.0,-265068.0,-0.0861,452048388,0.0063,ig
Thursday,May,2020-05-07,398,817,780.0,37.0,0.0474,108700,0.0076,4214808,2812340.0,1402468.0,0.4987,456263196,0.0093,ig
Friday,May,2020-05-08,399,874,817.0,57.0,0.0698,109574,0.008,3907435,4214808.0,-307373.0,-0.0729,460170631,0.0086,ig
Saturday,May,2020-05-09,419,1059,874.0,185.0,0.2117,110633,0.0097,3645648,3907435.0,-261787.0,-0.067,463816279,0.0079,ig
Sunday,May,2020-05-10,390,784,1059.0,-275.0,-0.2597,111417,0.0071,3380289,3645648.0,-265359.0,-0.0728,467196568,0.0073,ig
Monday,May,2020-05-11,390,838,784.0,54.0,0.0689,112255,0.0075,3891465,3380289.0,511176.0,0.1512,471088033,0.0083,ig
Tuesday,May,2020-05-12,414,844,838.0,6.0,0.0072,113099,0.0075,3859425,3891465.0,-32040.0,-0.0082,474947458,0.0082,ig
Wednesday,May,2020-05-13,386,827,844.0,-17.0,-0.0201,113926,0.0073,3318172,3859425.0,-541253.0,-0.1402,478265630,0.007,ig
Thursday,May,2020-05-14,424,973,827.0,146.0,0.1765,114899,0.0085,3665490,3318172.0,347318.0,0.1047,481931120,0.0077,ig
Friday,May,2020-05-15,400,1015,973.0,42.0,0.0432,115914,0.0088,3465885,3665490.0,-199605.0,-0.0545,485397005,0.0072,ig
Saturday,May,2020-05-16,386,850,1015.0,-165.0,-0.1626,116764,0.0073,3614013,3465885.0,148128.0,0.0427,489011018,0.0074,ig
Sunday,May,2020-05-17,376,819,850.0,-31.0,-0.0365,117583,0.007,2927386,3614013.0,-686627.0,-0.19,491938404,0.006,ig
Monday,May,2020-05-18,402,834,819.0,15.0,0.0183,118417,0.0071,3983676,2927386.0,1056290.0,0.3608,495922080,0.0081,ig
Tuesday,May,2020-05-19,421,853,834.0,19.0,0.0228,119270,0.0072,3770873,3983676.0,-212803.0,-0.0534,499692953,0.0076,ig
Wednesday,May,2020-05-20,406,806,853.0,-47.0,-0.0551,120076,0.0068,3095284,3770873.0,-675589.0,-0.1792,502788237,0.0062,ig
Thursday,May,2020-05-21,393,954,806.0,148.0,0.1836,121030,0.0079,2961803,3095284.0,-133481.0,-0.0431,505750040,0.0059,ig
Friday,May,2020-05-22,396,989,954.0,35.0,0.0367,122019,0.0082,2978589,2961803.0,16786.0,0.0057,508728629,0.0059,ig
Saturday,May,2020-05-23,389,819,989.0,-170.0,-0.1719,122838,0.0067,3495450,2978589.0,516861.0,0.1735,512224079,0.0069,ig
Sunday,May,2020-05-24,361,760,819.0,-59.0,-0.072,123598,0.0062,3015485,3495450.0,-479965.0,-0.1373,515239564,0.0059,ig
Monday,May,2020-05-25,395,806,760.0,46.0,0.0605,124404,0.0065,2121641,3015485.0,-893844.0,-0.2964,517361205,0.0041,ig
Tuesday,May,2020-05-26,412,870,806.0,64.0,0.0794,125274,0.007,3203927,2121641.0,1082286.0,0.5101,520565132,0.0062,ig
Wednesday,May,2020-05-27,406,858,870.0,-12.0,-0.0138,126132,0.0068,2400329,3203927.0,-803598.0,-0.2508,522965461,0.0046,ig
Thursday,May,2020-05-28,407,894,858.0,36.0,0.042,127026,0.0071,3198539,2400329.0,798210.0,0.3325,526164000,0.0061,ig
Friday,May,2020-05-29,415,888,894.0,-6.0,-0.0067,127914,0.007,2397668,3198539.0,-800871.0,-0.2504,528561668,0.0046,ig
Saturday,May,2020-05-30,389,840,888.0,-48.0,-0.0541,128754,0.0066,2979019,2397668.0,581351.0,0.2425,531540687,0.0056,ig
Sunday,May,2020-05-31,392,819,840.0,-21.0,-0.025,129573,0.0064,2682724,2979019.0,-296295.0,-0.0995,534223411,0.005,ig
Monday,June,2020-06-01,435,940,819.0,121.0,0.1477,130513,0.0073,3059171,2682724.0,376447.0,0.1403,537282582,0.0057,ig
Tuesday,June,2020-06-02,413,845,940.0,-95.0,-0.1011,131358,0.0065,3256767,3059171.0,197596.0,0.0646,540539349,0.0061,ig
Wednesday,June,2020-06-03,403,859,845.0,14.0,0.0166,132217,0.0065,3191187,3256767.0,-65580.0,-0.0201,543730536,0.0059,ig
Thursday,June,2020-06-04,432,933,859.0,74.0,0.0861,133150,0.0071,4025429,3191187.0,834242.0,0.2614,547755965,0.0074,ig
Friday,June,2020-06-05,404,887,933.0,-46.0,-0.0493,134037,0.0067,3456301,4025429.0,-569128.0,-0.1414,551212266,0.0063,ig
Saturday,June,2020-06-06,426,908,887.0,21.0,0.0237,134945,0.0068,4156193,3456301.0,699892.0,0.2025,555368459,0.0075,ig
Sunday,June,2020-06-07,381,892,908.0,-16.0,-0.0176,135837,0.0066,3854776,4156193.0,-301417.0,-0.0725,559223235,0.0069,ig
Monday,June,2020-06-08,408,873,892.0,-19.0,-0.0213,136710,0.0064,3850940,3854776.0,-3836.0,-0.001,563074175,0.0069,ig
Tuesday,June,2020-06-09,428,898,873.0,25.0,0.0286,137608,0.0066,3683506,3850940.0,-167434.0,-0.0435,566757681,0.0065,ig
Wednesday,June,2020-06-10,402,870,898.0,-28.0,-0.0312,138478,0.0063,3368288,3683506.0,-315218.0,-0.0856,570125969,0.0059,ig
Thursday,June,2020-06-11,407,852,870.0,-18.0,-0.0207,139330,0.0062,3447929,3368288.0,79641.0,0.0236,573573898,0.006,ig
Friday,June,2020-06-12,396,842,852.0,-10.0,-0.0117,140172,0.006,3471635,3447929.0,23706.0,0.0069,577045533,0.0061,ig
Saturday,June,2020-06-13,404,841,842.0,-1.0,-0.0012,141013,0.006,3380904,3471635.0,-90731.0,-0.0261,580426437,0.0059,ig
Sunday,June,2020-06-14,394,792,841.0,-49.0,-0.0583,141805,0.0056,3545411,3380904.0,164507.0,0.0487,583971848,0.0061,ig
