day_name,month_name,created_date,channel,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate
Wednesday,June,2020-06-17,twitter,188,728,772.0,-44.0,-0.057,126388,0.0058,622323,395646.0,226677.0,0.5729,83380497,0.0075
Thursday,June,2020-06-18,twitter,182,683,728.0,-45.0,-0.0618,127071,0.0054,648898,622323.0,26575.0,0.0427,84029395,0.0078
Friday,June,2020-06-19,twitter,198,694,683.0,11.0,0.0161,127765,0.0055,437475,648898.0,-211423.0,-0.3258,84466870,0.0052
Saturday,June,2020-06-20,twitter,160,510,694.0,-184.0,-0.2651,128275,0.004,554494,437475.0,117019.0,0.2675,85021364,0.0066
Sunday,June,2020-06-21,twitter,167,485,510.0,-25.0,-0.049,128760,0.0038,668517,554494.0,114023.0,0.2056,85689881,0.0079
Monday,June,2020-06-22,twitter,185,695,485.0,210.0,0.433,129455,0.0054,380934,668517.0,-287583.0,-0.4302,86070815,0.0044
Tuesday,June,2020-06-23,twitter,194,851,695.0,156.0,0.2245,130306,0.0066,780391,380934.0,399457.0,1.0486,86851206,0.0091
Wednesday,June,2020-06-24,twitter,195,770,851.0,-81.0,-0.0952,131076,0.0059,379571,780391.0,-400820.0,-0.5136,87230777,0.0044
Thursday,June,2020-06-25,twitter,204,829,770.0,59.0,0.0766,131905,0.0063,497696,379571.0,118125.0,0.3112,87728473,0.0057
Friday,June,2020-06-26,twitter,186,689,829.0,-140.0,-0.1689,132594,0.0052,400786,497696.0,-96910.0,-0.1947,88129259,0.0046
Saturday,June,2020-06-27,twitter,169,527,689.0,-162.0,-0.2351,133121,0.004,343225,400786.0,-57561.0,-0.1436,88472484,0.0039
Sunday,June,2020-06-28,twitter,167,467,527.0,-60.0,-0.1139,133588,0.0035,578169,343225.0,234944.0,0.6845,89050653,0.0065
Monday,June,2020-06-29,twitter,182,658,467.0,191.0,0.409,134246,0.0049,385302,578169.0,-192867.0,-0.3336,89435955,0.0043
Tuesday,June,2020-06-30,twitter,190,700,658.0,42.0,0.0638,134946,0.0052,369981,385302.0,-15321.0,-0.0398,89805936,0.0041
Wednesday,July,2020-07-01,twitter,196,736,700.0,36.0,0.0514,135682,0.0055,446598,369981.0,76617.0,0.2071,90252534,0.005
Thursday,July,2020-07-02,twitter,182,634,736.0,-102.0,-0.1386,136316,0.0047,602491,446598.0,155893.0,0.3491,90855025,0.0067
Friday,July,2020-07-03,twitter,193,661,634.0,27.0,0.0426,136977,0.0048,421007,602491.0,-181484.0,-0.3012,91276032,0.0046
Saturday,July,2020-07-04,twitter,164,509,661.0,-152.0,-0.23,137486,0.0037,489477,421007.0,68470.0,0.1626,91765509,0.0054
Sunday,July,2020-07-05,twitter,144,383,509.0,-126.0,-0.2475,137869,0.0028,441979,489477.0,-47498.0,-0.097,92207488,0.0048
Monday,July,2020-07-06,twitter,173,537,383.0,154.0,0.4021,138406,0.0039,399493,441979.0,-42486.0,-0.0961,92606981,0.0043
Tuesday,July,2020-07-07,twitter,188,662,537.0,125.0,0.2328,139068,0.0048,487989,399493.0,88496.0,0.2215,93094970,0.0053
Wednesday,July,2020-07-08,twitter,182,719,662.0,57.0,0.0861,139787,0.0052,572850,487989.0,84861.0,0.1739,93667820,0.0062
Thursday,July,2020-07-09,twitter,194,743,719.0,24.0,0.0334,140530,0.0053,344704,572850.0,-228146.0,-0.3983,94012524,0.0037
Friday,July,2020-07-10,twitter,169,632,743.0,-111.0,-0.1494,141162,0.0045,490332,344704.0,145628.0,0.4225,94502856,0.0052
Saturday,July,2020-07-11,twitter,163,525,632.0,-107.0,-0.1693,141687,0.0037,367931,490332.0,-122401.0,-0.2496,94870787,0.0039
Sunday,July,2020-07-12,twitter,150,456,525.0,-69.0,-0.1314,142143,0.0032,373695,367931.0,5764.0,0.0157,95244482,0.0039
Monday,July,2020-07-13,twitter,187,702,456.0,246.0,0.5395,142845,0.0049,678316,373695.0,304621.0,0.8152,95922798,0.0071
Tuesday,July,2020-07-14,twitter,205,755,702.0,53.0,0.0755,143600,0.0053,724185,678316.0,45869.0,0.0676,96646983,0.0075
Wednesday,July,2020-07-15,twitter,190,727,755.0,-28.0,-0.0371,144327,0.0051,639361,724185.0,-84824.0,-0.1171,97286344,0.0066
Thursday,July,2020-07-16,twitter,185,735,727.0,8.0,0.011,145062,0.0051,487823,639361.0,-151538.0,-0.237,97774167,0.005
Friday,July,2020-07-17,twitter,192,710,735.0,-25.0,-0.034,145772,0.0049,434696,487823.0,-53127.0,-0.1089,98208863,0.0044
Saturday,July,2020-07-18,twitter,170,560,710.0,-150.0,-0.2113,146332,0.0038,556748,434696.0,122052.0,0.2808,98765611,0.0057
Sunday,July,2020-07-19,twitter,152,455,560.0,-105.0,-0.1875,146787,0.0031,648143,556748.0,91395.0,0.1642,99413754,0.0066
Monday,July,2020-07-20,twitter,180,699,455.0,244.0,0.5363,147486,0.0048,350046,648143.0,-298097.0,-0.4599,99763800,0.0035
Tuesday,July,2020-07-21,twitter,193,720,699.0,21.0,0.03,148206,0.0049,370772,350046.0,20726.0,0.0592,100134572,0.0037
Wednesday,July,2020-07-22,twitter,181,753,720.0,33.0,0.0458,148959,0.0051,388478,370772.0,17706.0,0.0478,100523050,0.0039
Thursday,July,2020-07-23,twitter,185,718,753.0,-35.0,-0.0465,149677,0.0048,385453,388478.0,-3025.0,-0.0078,100908503,0.0038
Friday,July,2020-07-24,twitter,176,670,718.0,-48.0,-0.0669,150347,0.0045,533884,385453.0,148431.0,0.3851,101442387,0.0053
Saturday,July,2020-07-25,twitter,174,508,670.0,-162.0,-0.2418,150855,0.0034,432280,533884.0,-101604.0,-0.1903,101874667,0.0043
Sunday,July,2020-07-26,twitter,160,513,508.0,5.0,0.0098,151368,0.0034,379627,432280.0,-52653.0,-0.1218,102254294,0.0037
Monday,July,2020-07-27,twitter,149,459,513.0,-54.0,-0.1053,151827,0.003,445349,379627.0,65722.0,0.1731,102699643,0.0044
Tuesday,July,2020-07-28,twitter,176,592,459.0,133.0,0.2898,152419,0.0039,593618,445349.0,148269.0,0.3329,103293261,0.0058
Wednesday,July,2020-07-29,twitter,181,741,592.0,149.0,0.2517,153160,0.0049,487799,593618.0,-105819.0,-0.1783,103781060,0.0047
Thursday,July,2020-07-30,twitter,179,690,741.0,-51.0,-0.0688,153850,0.0045,499129,487799.0,11330.0,0.0232,104280189,0.0048
Friday,July,2020-07-31,twitter,183,677,690.0,-13.0,-0.0188,154527,0.0044,488076,499129.0,-11053.0,-0.0221,104768265,0.0047
Saturday,August,2020-08-01,twitter,165,519,677.0,-158.0,-0.2334,155046,0.0034,335462,488076.0,-152614.0,-0.3127,105103727,0.0032
Sunday,August,2020-08-02,twitter,149,440,519.0,-79.0,-0.1522,155486,0.0028,511254,335462.0,175792.0,0.524,105614981,0.0049
Monday,August,2020-08-03,twitter,181,677,440.0,237.0,0.5386,156163,0.0044,501456,511254.0,-9798.0,-0.0192,106116437,0.0047
Tuesday,August,2020-08-04,twitter,184,659,677.0,-18.0,-0.0266,156822,0.0042,281215,501456.0,-220241.0,-0.4392,106397652,0.0027
Wednesday,August,2020-08-05,twitter,189,799,659.0,140.0,0.2124,157621,0.0051,316466,281215.0,35251.0,0.1254,106714118,0.003
Thursday,August,2020-08-06,twitter,178,674,799.0,-125.0,-0.1564,158295,0.0043,501360,316466.0,184894.0,0.5842,107215478,0.0047
Friday,August,2020-08-07,twitter,177,722,674.0,48.0,0.0712,159017,0.0046,391546,501360.0,-109814.0,-0.219,107607024,0.0037
Saturday,August,2020-08-08,twitter,166,511,722.0,-211.0,-0.2922,159528,0.0032,425922,391546.0,34376.0,0.0878,108032946,0.004
Sunday,August,2020-08-09,twitter,165,432,511.0,-79.0,-0.1546,159960,0.0027,311787,425922.0,-114135.0,-0.268,108344733,0.0029
Monday,August,2020-08-10,twitter,173,688,432.0,256.0,0.5926,160648,0.0043,366036,311787.0,54249.0,0.174,108710769,0.0034
Tuesday,August,2020-08-11,twitter,163,650,688.0,-38.0,-0.0552,161298,0.004,186094,366036.0,-179942.0,-0.4916,108896863,0.0017
Wednesday,August,2020-08-12,twitter,171,510,650.0,-140.0,-0.2154,161808,0.0032,342786,186094.0,156692.0,0.842,109239649,0.0031
Thursday,August,2020-08-13,twitter,186,747,510.0,237.0,0.4647,162555,0.0046,563094,342786.0,220308.0,0.6427,109802743,0.0052
Friday,August,2020-08-14,twitter,183,694,747.0,-53.0,-0.071,163249,0.0043,486866,563094.0,-76228.0,-0.1354,110289609,0.0044
Saturday,August,2020-08-15,twitter,149,436,694.0,-258.0,-0.3718,163685,0.0027,466784,486866.0,-20082.0,-0.0412,110756393,0.0042
Sunday,August,2020-08-16,twitter,159,467,436.0,31.0,0.0711,164152,0.0029,674435,466784.0,207651.0,0.4449,111430828,0.0061
Monday,August,2020-08-17,twitter,180,693,467.0,226.0,0.4839,164845,0.0042,359651,674435.0,-314784.0,-0.4667,111790479,0.0032
Tuesday,August,2020-08-18,twitter,176,690,693.0,-3.0,-0.0043,165535,0.0042,267797,359651.0,-91854.0,-0.2554,112058276,0.0024
Wednesday,August,2020-08-19,twitter,195,841,690.0,151.0,0.2188,166376,0.0051,314427,267797.0,46630.0,0.1741,112372703,0.0028
Thursday,August,2020-08-20,twitter,184,693,841.0,-148.0,-0.176,167069,0.0042,467032,314427.0,152605.0,0.4853,112839735,0.0042
Friday,August,2020-08-21,twitter,180,728,693.0,35.0,0.0505,167797,0.0044,408034,467032.0,-58998.0,-0.1263,113247769,0.0036
Saturday,August,2020-08-22,twitter,167,508,728.0,-220.0,-0.3022,168305,0.003,266225,408034.0,-141809.0,-0.3475,113513994,0.0024
Sunday,August,2020-08-23,twitter,153,488,508.0,-20.0,-0.0394,168793,0.0029,363744,266225.0,97519.0,0.3663,113877738,0.0032
Monday,August,2020-08-24,twitter,183,656,488.0,168.0,0.3443,169449,0.0039,356099,363744.0,-7645.0,-0.021,114233837,0.0031
Tuesday,August,2020-08-25,twitter,182,701,656.0,45.0,0.0686,170150,0.0041,491467,356099.0,135368.0,0.3801,114725304,0.0043
Wednesday,August,2020-08-26,twitter,183,691,701.0,-10.0,-0.0143,170841,0.0041,240437,491467.0,-251030.0,-0.5108,114965741,0.0021
Thursday,August,2020-08-27,twitter,192,688,691.0,-3.0,-0.0043,171529,0.004,343278,240437.0,102841.0,0.4277,115309019,0.003
Friday,August,2020-08-28,twitter,178,729,688.0,41.0,0.0596,172258,0.0043,324886,343278.0,-18392.0,-0.0536,115633905,0.0028
Saturday,August,2020-08-29,twitter,155,478,729.0,-251.0,-0.3443,172736,0.0028,285337,324886.0,-39549.0,-0.1217,115919242,0.0025
Sunday,August,2020-08-30,twitter,153,444,478.0,-34.0,-0.0711,173180,0.0026,177802,285337.0,-107535.0,-0.3769,116097044,0.0015
Monday,August,2020-08-31,twitter,175,647,444.0,203.0,0.4572,173827,0.0037,292729,177802.0,114927.0,0.6464,116389773,0.0025
Tuesday,September,2020-09-01,twitter,189,764,647.0,117.0,0.1808,174591,0.0044,346343,292729.0,53614.0,0.1832,116736116,0.003
Wednesday,September,2020-09-02,twitter,166,685,764.0,-79.0,-0.1034,175276,0.0039,309948,346343.0,-36395.0,-0.1051,117046064,0.0027
Thursday,September,2020-09-03,twitter,173,670,685.0,-15.0,-0.0219,175946,0.0038,459975,309948.0,150027.0,0.484,117506039,0.0039
Friday,September,2020-09-04,twitter,167,561,670.0,-109.0,-0.1627,176507,0.0032,476665,459975.0,16690.0,0.0363,117982704,0.0041
Saturday,September,2020-09-05,twitter,166,478,561.0,-83.0,-0.148,176985,0.0027,471519,476665.0,-5146.0,-0.0108,118454223,0.004
Sunday,September,2020-09-06,twitter,150,479,478.0,1.0,0.0021,177464,0.0027,285991,471519.0,-185528.0,-0.3935,118740214,0.0024
Monday,September,2020-09-07,twitter,141,429,479.0,-50.0,-0.1044,177893,0.0024,376594,285991.0,90603.0,0.3168,119116808,0.0032
Tuesday,September,2020-09-08,twitter,189,822,429.0,393.0,0.9161,178715,0.0046,330797,376594.0,-45797.0,-0.1216,119447605,0.0028
Wednesday,September,2020-09-09,twitter,203,761,822.0,-61.0,-0.0742,179476,0.0043,465743,330797.0,134946.0,0.4079,119913348,0.0039
Thursday,September,2020-09-10,twitter,186,719,761.0,-42.0,-0.0552,180195,0.004,252728,465743.0,-213015.0,-0.4574,120166076,0.0021
Friday,September,2020-09-11,twitter,174,737,719.0,18.0,0.025,180932,0.0041,259416,252728.0,6688.0,0.0265,120425492,0.0022
Saturday,September,2020-09-12,twitter,152,459,737.0,-278.0,-0.3772,181391,0.0025,277923,259416.0,18507.0,0.0713,120703415,0.0023
Sunday,September,2020-09-13,twitter,152,440,459.0,-19.0,-0.0414,181831,0.0024,378855,277923.0,100932.0,0.3632,121082270,0.0031
Monday,September,2020-09-14,twitter,183,692,440.0,252.0,0.5727,182523,0.0038,512391,378855.0,133536.0,0.3525,121594661,0.0042
Tuesday,September,2020-09-15,twitter,170,728,692.0,36.0,0.052,183251,0.004,321849,512391.0,-190542.0,-0.3719,121916510,0.0026
Wednesday,September,2020-09-16,twitter,186,844,728.0,116.0,0.1593,184095,0.0046,636127,321849.0,314278.0,0.9765,122552637,0.0052
Thursday,September,2020-09-17,twitter,194,808,844.0,-36.0,-0.0427,184903,0.0044,464716,636127.0,-171411.0,-0.2695,123017353,0.0038
Friday,September,2020-09-18,twitter,191,745,808.0,-63.0,-0.078,185648,0.004,311499,464716.0,-153217.0,-0.3297,123328852,0.0025
Saturday,September,2020-09-19,twitter,160,525,745.0,-220.0,-0.2953,186173,0.0028,273212,311499.0,-38287.0,-0.1229,123602064,0.0022
Sunday,September,2020-09-20,twitter,160,529,525.0,4.0,0.0076,186702,0.0028,544202,273212.0,270990.0,0.9919,124146266,0.0044
Monday,September,2020-09-21,twitter,188,719,529.0,190.0,0.3592,187421,0.0039,567627,544202.0,23425.0,0.043,124713893,0.0046
Tuesday,September,2020-09-22,twitter,179,709,719.0,-10.0,-0.0139,188130,0.0038,365053,567627.0,-202574.0,-0.3569,125078946,0.0029
Wednesday,September,2020-09-23,twitter,175,791,709.0,82.0,0.1157,188921,0.0042,463248,365053.0,98195.0,0.269,125542194,0.0037
Thursday,September,2020-09-24,twitter,186,707,791.0,-84.0,-0.1062,189628,0.0037,303806,463248.0,-159442.0,-0.3442,125846000,0.0024
Friday,September,2020-09-25,twitter,181,711,707.0,4.0,0.0057,190339,0.0037,287003,303806.0,-16803.0,-0.0553,126133003,0.0023
Saturday,September,2020-09-26,twitter,161,506,711.0,-205.0,-0.2883,190845,0.0027,238988,287003.0,-48015.0,-0.1673,126371991,0.0019
Sunday,September,2020-09-27,twitter,163,499,506.0,-7.0,-0.0138,191344,0.0026,349968,238988.0,110980.0,0.4644,126721959,0.0028
Monday,September,2020-09-28,twitter,183,743,499.0,244.0,0.489,192087,0.0039,531199,349968.0,181231.0,0.5179,127253158,0.0042
Tuesday,September,2020-09-29,twitter,179,727,743.0,-16.0,-0.0215,192814,0.0038,407339,531199.0,-123860.0,-0.2332,127660497,0.0032
Wednesday,September,2020-09-30,twitter,181,746,727.0,19.0,0.0261,193560,0.0039,370966,407339.0,-36373.0,-0.0893,128031463,0.0029
Thursday,October,2020-10-01,twitter,189,797,746.0,51.0,0.0684,194357,0.0041,275270,370966.0,-95696.0,-0.258,128306733,0.0022
Friday,October,2020-10-02,twitter,174,724,797.0,-73.0,-0.0916,195081,0.0037,513293,275270.0,238023.0,0.8647,128820026,0.004
Saturday,October,2020-10-03,twitter,144,476,724.0,-248.0,-0.3425,195557,0.0024,492836,513293.0,-20457.0,-0.0399,129312862,0.0038
Sunday,October,2020-10-04,twitter,151,475,476.0,-1.0,-0.0021,196032,0.0024,148263,492836.0,-344573.0,-0.6992,129461125,0.0011
Monday,October,2020-10-05,twitter,177,765,475.0,290.0,0.6105,196797,0.0039,357049,148263.0,208786.0,1.4082,129818174,0.0028
Tuesday,October,2020-10-06,twitter,193,809,765.0,44.0,0.0575,197606,0.0041,404644,357049.0,47595.0,0.1333,130222818,0.0031
Wednesday,October,2020-10-07,twitter,175,702,809.0,-107.0,-0.1323,198308,0.0036,277761,404644.0,-126883.0,-0.3136,130500579,0.0021
Thursday,October,2020-10-08,twitter,181,687,702.0,-15.0,-0.0214,198995,0.0035,279282,277761.0,1521.0,0.0055,130779861,0.0021
Friday,October,2020-10-09,twitter,171,690,687.0,3.0,0.0044,199685,0.0035,350094,279282.0,70812.0,0.2536,131129955,0.0027
Saturday,October,2020-10-10,twitter,165,546,690.0,-144.0,-0.2087,200231,0.0027,274957,350094.0,-75137.0,-0.2146,131404912,0.0021
Sunday,October,2020-10-11,twitter,154,447,546.0,-99.0,-0.1813,200678,0.0022,304037,274957.0,29080.0,0.1058,131708949,0.0023
Monday,October,2020-10-12,twitter,168,652,447.0,205.0,0.4586,201330,0.0032,229310,304037.0,-74727.0,-0.2458,131938259,0.0017
Tuesday,October,2020-10-13,twitter,161,628,652.0,-24.0,-0.0368,201958,0.0031,533638,229310.0,304328.0,1.3271,132471897,0.004
Wednesday,October,2020-10-14,twitter,187,882,628.0,254.0,0.4045,202840,0.0044,1120424,533638.0,586786.0,1.0996,133592321,0.0085
Thursday,October,2020-10-15,twitter,172,806,882.0,-76.0,-0.0862,203646,0.004,1788591,1120424.0,668167.0,0.5964,135380912,0.0134
Friday,October,2020-10-16,twitter,220,1197,806.0,391.0,0.4851,204843,0.0059,2331549,1788591.0,542958.0,0.3036,137712461,0.0172
Saturday,October,2020-10-17,twitter,177,973,1197.0,-224.0,-0.1871,205816,0.0047,2145921,2331549.0,-185628.0,-0.0796,139858382,0.0156
Sunday,October,2020-10-18,twitter,154,646,973.0,-327.0,-0.3361,206462,0.0031,1029201,2145921.0,-1116720.0,-0.5204,140887583,0.0074
Monday,October,2020-10-19,twitter,171,751,646.0,105.0,0.1625,207213,0.0036,793743,1029201.0,-235458.0,-0.2288,141681326,0.0056
Tuesday,October,2020-10-20,twitter,177,672,751.0,-79.0,-0.1052,207885,0.0032,459681,793743.0,-334062.0,-0.4209,142141007,0.0032
Wednesday,October,2020-10-21,twitter,179,902,672.0,230.0,0.3423,208787,0.0043,875219,459681.0,415538.0,0.904,143016226,0.0062
Thursday,October,2020-10-22,twitter,186,760,902.0,-142.0,-0.1574,209547,0.0036,336552,875219.0,-538667.0,-0.6155,143352778,0.0024
Friday,October,2020-10-23,twitter,161,515,760.0,-245.0,-0.3224,210062,0.0025,438574,336552.0,102022.0,0.3031,143791352,0.0031
Saturday,October,2020-10-24,twitter,155,427,515.0,-88.0,-0.1709,210489,0.002,263064,438574.0,-175510.0,-0.4002,144054416,0.0018
Sunday,October,2020-10-25,twitter,145,431,427.0,4.0,0.0094,210920,0.002,289173,263064.0,26109.0,0.0992,144343589,0.002
Monday,October,2020-10-26,twitter,164,678,431.0,247.0,0.5731,211598,0.0032,453045,289173.0,163872.0,0.5667,144796634,0.0031
Tuesday,October,2020-10-27,twitter,183,695,678.0,17.0,0.0251,212293,0.0033,313255,453045.0,-139790.0,-0.3086,145109889,0.0022
Wednesday,October,2020-10-28,twitter,167,655,695.0,-40.0,-0.0576,212948,0.0031,304847,313255.0,-8408.0,-0.0268,145414736,0.0021
Thursday,October,2020-10-29,twitter,178,727,655.0,72.0,0.1099,213675,0.0034,313487,304847.0,8640.0,0.0283,145728223,0.0022
Friday,October,2020-10-30,twitter,169,726,727.0,-1.0,-0.0014,214401,0.0034,277669,313487.0,-35818.0,-0.1143,146005892,0.0019
Saturday,October,2020-10-31,twitter,157,548,726.0,-178.0,-0.2452,214949,0.0026,404686,277669.0,127017.0,0.4574,146410578,0.0028
Sunday,November,2020-11-01,twitter,153,454,548.0,-94.0,-0.1715,215403,0.0021,265122,404686.0,-139564.0,-0.3449,146675700,0.0018
Monday,November,2020-11-02,twitter,171,628,454.0,174.0,0.3833,216031,0.0029,334572,265122.0,69450.0,0.262,147010272,0.0023
Tuesday,November,2020-11-03,twitter,174,650,628.0,22.0,0.035,216681,0.003,294625,334572.0,-39947.0,-0.1194,147304897,0.002
Wednesday,November,2020-11-04,twitter,173,695,650.0,45.0,0.0692,217376,0.0032,292503,294625.0,-2122.0,-0.0072,147597400,0.002
Thursday,November,2020-11-05,twitter,202,783,695.0,88.0,0.1266,218159,0.0036,272111,292503.0,-20392.0,-0.0697,147869511,0.0018
Friday,November,2020-11-06,twitter,181,728,783.0,-55.0,-0.0702,218887,0.0033,211613,272111.0,-60498.0,-0.2223,148081124,0.0014
Saturday,November,2020-11-07,twitter,146,484,728.0,-244.0,-0.3352,219371,0.0022,185417,211613.0,-26196.0,-0.1238,148266541,0.0013
Sunday,November,2020-11-08,twitter,151,539,484.0,55.0,0.1136,219910,0.0025,384150,185417.0,198733.0,1.0718,148650691,0.0026
Monday,November,2020-11-09,twitter,188,682,539.0,143.0,0.2653,220592,0.0031,262280,384150.0,-121870.0,-0.3172,148912971,0.0018
Tuesday,November,2020-11-10,twitter,183,755,682.0,73.0,0.107,221347,0.0034,221513,262280.0,-40767.0,-0.1554,149134484,0.0015
Wednesday,November,2020-11-11,twitter,172,766,755.0,11.0,0.0146,222113,0.0035,314358,221513.0,92845.0,0.4191,149448842,0.0021
Thursday,November,2020-11-12,twitter,174,708,766.0,-58.0,-0.0757,222821,0.0032,209631,314358.0,-104727.0,-0.3331,149658473,0.0014
Friday,November,2020-11-13,twitter,173,692,708.0,-16.0,-0.0226,223513,0.0031,250524,209631.0,40893.0,0.1951,149908997,0.0017
Saturday,November,2020-11-14,twitter,129,426,692.0,-266.0,-0.3844,223939,0.0019,308900,250524.0,58376.0,0.233,150217897,0.0021
Sunday,November,2020-11-15,twitter,147,415,426.0,-11.0,-0.0258,224354,0.0019,234352,308900.0,-74548.0,-0.2413,150452249,0.0016
Monday,November,2020-11-16,twitter,169,680,415.0,265.0,0.6386,225034,0.003,231380,234352.0,-2972.0,-0.0127,150683629,0.0015
Tuesday,November,2020-11-17,twitter,180,806,680.0,126.0,0.1853,225840,0.0036,542802,231380.0,311422.0,1.3459,151226431,0.0036
Wednesday,November,2020-11-18,twitter,171,745,806.0,-61.0,-0.0757,226585,0.0033,483890,542802.0,-58912.0,-0.1085,151710321,0.0032
Thursday,November,2020-11-19,twitter,181,724,745.0,-21.0,-0.0282,227309,0.0032,329416,483890.0,-154474.0,-0.3192,152039737,0.0022
Friday,November,2020-11-20,twitter,171,672,724.0,-52.0,-0.0718,227981,0.003,232068,329416.0,-97348.0,-0.2955,152271805,0.0015
Saturday,November,2020-11-21,twitter,150,507,672.0,-165.0,-0.2455,228488,0.0022,301901,232068.0,69833.0,0.3009,152573706,0.002
Sunday,November,2020-11-22,twitter,146,431,507.0,-76.0,-0.1499,228919,0.0019,214264,301901.0,-87637.0,-0.2903,152787970,0.0014
Monday,November,2020-11-23,twitter,181,670,431.0,239.0,0.5545,229589,0.0029,236837,214264.0,22573.0,0.1054,153024807,0.0016
Tuesday,November,2020-11-24,twitter,159,620,670.0,-50.0,-0.0746,230209,0.0027,217205,236837.0,-19632.0,-0.0829,153242012,0.0014
Wednesday,November,2020-11-25,twitter,175,716,620.0,96.0,0.1548,230925,0.0031,217841,217205.0,636.0,0.0029,153459853,0.0014
Thursday,November,2020-11-26,twitter,171,637,716.0,-79.0,-0.1103,231562,0.0028,231781,217841.0,13940.0,0.064,153691634,0.0015
Friday,November,2020-11-27,twitter,174,672,637.0,35.0,0.0549,232234,0.0029,278253,231781.0,46472.0,0.2005,153969887,0.0018
Saturday,November,2020-11-28,twitter,140,503,672.0,-169.0,-0.2515,232737,0.0022,216094,278253.0,-62159.0,-0.2234,154185981,0.0014
Sunday,November,2020-11-29,twitter,140,505,503.0,2.0,0.004,233242,0.0022,332498,216094.0,116404.0,0.5387,154518479,0.0022
Monday,November,2020-11-30,twitter,170,626,505.0,121.0,0.2396,233868,0.0027,164611,332498.0,-167887.0,-0.5049,154683090,0.0011
Tuesday,December,2020-12-01,twitter,177,711,626.0,85.0,0.1358,234579,0.003,297779,164611.0,133168.0,0.809,154980869,0.0019
Wednesday,December,2020-12-02,twitter,184,752,711.0,41.0,0.0577,235331,0.0032,390179,297779.0,92400.0,0.3103,155371048,0.0025
Thursday,December,2020-12-03,twitter,174,742,752.0,-10.0,-0.0133,236073,0.0032,310807,390179.0,-79372.0,-0.2034,155681855,0.002
Friday,December,2020-12-04,twitter,169,675,742.0,-67.0,-0.0903,236748,0.0029,174481,310807.0,-136326.0,-0.4386,155856336,0.0011
